username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
mafeperea2;2018-11-16 02:55;0;0;"Importante decir que el cierre de Univalle Meléndez es indefinido. Un cierre injusto que va en contra del #ParoNacional @UneesCol";;@UNEESCol;#ParoNacional;"1063264166897745920";https://twitter.com/mafeperea2/status/1063264166897745920
aguilasdeacero1;2018-11-16 02:51;0;0;"Atencion el Univalle Metal fest 5 queda aplazado, aqui compartimos el comunicado por parte de sus organizadores, proximamente informando nueva fecha, agradecemos su comprension. Aguilas de acero medio aliado. https://www.facebook.com/programaaguilasdeacero/posts/1142239335942235";;;;"1063263262710599681";https://twitter.com/aguilasdeacero1/status/1063263262710599681
Michaelstmf;2018-11-16 02:45;0;0;"Estudiantes Univalle CUANDO SALIMOS NOSOTROS? https://www.facebook.com/michael.munozfernandez/posts/1999539696756161";;;;"1063261697442529280";https://twitter.com/Michaelstmf/status/1063261697442529280
kamino06;2018-11-16 02:35;257;315;"Todo eso, fue lanzado en la facultad de humanidades de Univalle, en menos de una hora y media. ";;;;"1063259277568159744";https://twitter.com/kamino06/status/1063259277568159744
posgradosmdunal;2018-11-16 02:27;0;0;"@MedicinaUNAL @ANIRNACIONAL @ANIRVALLE @anirantioquia @ANIRCaldas @ANIR_CAUCA @anircaribe @anir_santander @medicina_udea @Univalle_FSalud #SOSUniversidadesPúblicas";;@MedicinaUNAL @ANIRNACIONAL @ANIRVALLE @anirantioquia @ANIRCaldas @anircaribe @anir_santander @Medicina_UdeA @Univalle_FSalud;#SOSUniversidadesP;"1063257288687960065";https://twitter.com/posgradosmdunal/status/1063257288687960065
andres_fandino;2018-11-16 02:18;2;1;"Gran oportunidad para estudiantes de @UnivalleCol @Univalle_FSalud @SaludPublicaUV Las Universidades suecas son excelentes!";;@UnivalleCol @Univalle_FSalud @SaludPublicaUV;;"1063255053274963968";https://twitter.com/andres_fandino/status/1063255053274963968
SintraunicolUV;2018-11-16 01:47;5;2;"¡Urgente en desarrollo Universidad Nacional - Palmira! En este momento estudiantes de Univalle Palmira y de la Unal Palmira se encuentran Atrapados dentro al interior del Campus, el Esmad los tiene rodeados y está ingresando al Campus. #DDHH #SOSEducaciónSuperior";;;#DDHH #SOSEducaci;"1063247175071731713";https://twitter.com/SintraunicolUV/status/1063247175071731713
CamiloGO1993;2018-11-16 01:44;0;5;"La "violenta" marcha de estudiantes de Univalle hoy en Cali. Univalle firme!! En defensa de la educación pública! Que es la apertura al conocimiento para las clases menos favorecidas y que nos quieren recortar. #SinViolencia #MarchaPorLaEducacion #Univalle ";;;#SinViolencia #MarchaPorLaEducacion #Univalle;"1063246288874016768";https://twitter.com/CamiloGO1993/status/1063246288874016768
h3rrrrrr;2018-11-16 01:29;0;0;"https://twitter.com/DC_Bucaramanga/status/1063228770826534912?s=19 total";;;;"1063242541678690305";https://twitter.com/h3rrrrrr/status/1063242541678690305
EdierSaavedra;2018-11-16 01:23;1;2;"Sr @PoliciaCali debería poner a hacer ejercicio al ESMAD en vez de que se pongan a dar bala de pintura y perdigones a estudiantes de #Univalle que solo marchan por una Universidad pública y financiada de verdad! ¡No solo es entretener el cuerpo, también es cultivar la mente! ";;@PoliciaCali;#Univalle;"1063241080215347200";https://twitter.com/EdierSaavedra/status/1063241080215347200
ElkinFabrianyPH;2018-11-16 00:59;2;1;"Esmad ingresa a la UN Palmira. Arremete contra estudiantes de la UN y Univalle. Hay heridos y no hay forma de salir para ser atendidos. https://www.facebook.com/elkin.pineda.0/videos/10217309988118505/";;;;"1063235141819088896";https://twitter.com/ElkinFabrianyPH/status/1063235141819088896
Efrainchavezc;2018-11-16 00:44;0;0;"Que tristeza que los estudiantes de la Univalle se dejen usar como idiotas útiles de los petro FARC que solo quieren peralizar el pais y destruirlo";;;;"1063231380216315904";https://twitter.com/Efrainchavezc/status/1063231380216315904
ElkinFabrianyPH;2018-11-16 00:43;1;0;"En estos momentos el Esmad ingresa violentamente a la UN Sede Palmira. Estudiantes de la UN Palmira y la Univalle están siendo sometidos dentro de la Universidad. Ya hay heridos. https://www.facebook.com/1136833546/posts/10217309919756796/";;;;"1063231071616151552";https://twitter.com/ElkinFabrianyPH/status/1063231071616151552
Ricardo35081979;2018-11-16 00:42;0;0;"Toda la vida he tenido buena relación con la Nacional en Bogota y la Univalle en Cali, pese a que soy de una privada. Viendo bien, si, se te nota por falaz, seguro no eras de las sobresalientes en lo académico. Claro por eso te quedó la opción de tirar piedras jajaja";;;;"1063230919585218560";https://twitter.com/Ricardo35081979/status/1063230919585218560
JorgeOvalleB;2018-11-16 00:39;6;4;"#DenunciaUrgente en este momento Denunciamos que el esmad está reprimiendo a los estudiantes de la Universidad Nacional y Univalle en #PalmiraValle";;;#DenunciaUrgente #PalmiraValle;"1063230013804302336";https://twitter.com/JorgeOvalleB/status/1063230013804302336
Efrainchavezc;2018-11-16 00:37;0;2;"Yo estudie primaria en escuela publica gratis estudie bachillerato en colegio público gratis estudie carrera técnica electricidad en el Sena gratis hice mi carrera profesional en Univalle gratis ,en Colombia estudia el que quiere tengo amigos que estudiaron música en univalle l";;;;"1063229525599969280";https://twitter.com/Efrainchavezc/status/1063229525599969280
Comochonta;2018-11-16 00:33;0;0;"Al fin no era que la marcha afectaba a los pobres que andaban por transmilenio? Hacer eso por el sur no es peor? Ajajajja ese odio lo pone a tuitear puras tonterías por segundo. Por cierto Uribista de 'derecha' que odia la marcha, ¿Ya devolvió el diploma de Univalle?";;;;"1063228417112444928";https://twitter.com/Comochonta/status/1063228417112444928
RodriguezR_JC;2018-11-16 00:28;0;0;"Esto me hizo acordar de un compañero que estaba en mi carrera en Univalle (de mi cohorte), pagaba más de 4 millones y perdió casi todo en los primeros semestres. ";;;;"1063227193596227584";https://twitter.com/RodriguezR_JC/status/1063227193596227584
egormerik;2018-11-15 23:55;0;0;"Univalle 100%!!! https://www.facebook.com/701986856/posts/10155637111966857/";;;;"1063218943043821568";https://twitter.com/egormerik/status/1063218943043821568
jorge_hincapi;2018-11-15 23:54;1;1;"La protesta pacífica de los estudiantes se respeta desde mi lecho de enfermedad los apoyo soy egresado orgulloso de universidad pública. UTP, UNIVALLE Y UNAL. Acojamos a los jóvenes en nuestro corazón luchan por las nuevas generaciones";;;;"1063218681625362432";https://twitter.com/jorge_hincapi/status/1063218681625362432
Ademar_Valda;2018-11-15 22:51;0;0;"Hoy jueves 15 de noviembre los invito a seguir mis entrevistas en los siguientes horarios: 21:10, Caso Lava Jato por UNIVALLE TV, canal 39, programa espejos y reflejos. 22:30, Analisis de la proclama Evo-Alvaro, por Televisión Universitaria, canal... https://www.facebook.com/577944939/posts/10156966891744940/";;;;"1063202961877278720";https://twitter.com/Ademar_Valda/status/1063202961877278720
Ademar_Valda;2018-11-15 22:51;1;2;"Hoy jueves 15 de noviembre los invito a seguir mis entrevistas en los siguientes horarios: 21:10, Caso Lava Jato por UNIVALLE TV, canal 39, programa espejos y reflejos. 22:30, Analisis de la proclama Evo-Alvaro, por Televisión Universitaria, canal 11, programa Mirada profunda.";;;;"1063202781182533632";https://twitter.com/Ademar_Valda/status/1063202781182533632
Univalle_FSalud;2018-11-15 22:08;7;10;"#OrgulloUV Así se vivió el tercer día de la Campaña de Donación de Sangre en el Campus San Fernando de la Universidad. Y ¿Tu aún no has venido a donar? todavía estás a tiempo de aportar tu gotita de sangre. Recuerda que hasta mañana estará el bus recolector del Hemocentro. ";;;#OrgulloUV;"1063192033148510209";https://twitter.com/Univalle_FSalud/status/1063192033148510209
ParisProfe;2018-11-15 21:42;0;0;"Mientras volaba el helicoptero de la policia y los antimotones amedrentaban, los muchachos parados con toda. Cuanto te quiero Univalle. ";;;;"1063185377295511552";https://twitter.com/ParisProfe/status/1063185377295511552
falavi2005;2018-11-15 21:37;0;5;"#CALISEGURA/METOPÁESA: Campañas de prevención y persuación dieron resultado. Se demuestra que la protesta bajo control es viable. El cierre de Univalle-Meléndez dejó sin campo de acción a los "capuchos", pues los sacaron de su territorio. El MIO funcionó y ayudó a pasar la prueba";;;#CALISEGURA;"1063184226038669312";https://twitter.com/falavi2005/status/1063184226038669312
acolprof;2018-11-15 21:37;2;2;"La Dirección de Relaciones Internacionales Univalle informa: 2do Encuentro Colombo-Francés de Investigadores La Ambassade De France Colombie y @ColifriR tienen el honor de invitarle al segundo encuentro colombo-francés... https://www.facebook.com/ACOLPROF/posts/2245018898855110";;@ColifriR;;"1063184182371848193";https://twitter.com/acolprof/status/1063184182371848193
MarcelaMarin111;2018-11-15 21:32;0;0;"¡Univalle presente! https://www.facebook.com/Marcela.Marin.V/videos/1866904250091109/";;;;"1063183072156438530";https://twitter.com/MarcelaMarin111/status/1063183072156438530
oscar_concha;2018-11-15 21:25;3;12;"Hoy recorrí Cali desde Oeste a Sur hasta Pance, de Sur a Centro San Nicolás y la ciudad está en paz..... @UnivalleCol cerrada y cancelado el semestre? Avenida Pasoancho al norte por Univalle .... ";;@UnivalleCol;;"1063181217187676162";https://twitter.com/oscar_concha/status/1063181217187676162
mnk_bana;2018-11-15 21:16;0;0;"Paro Nacional por la Educación Superior Pública #soseducaciónsuperior #univalle #públicalarecibimospúblicaladevolvemos #vivalauniversidadpública en Santiago de cali https://www.instagram.com/p/BqNzp6wjFXG/?utm_source=ig_twitter_share&amp;igshid=nay0ptcydmou";;;#soseducaci #univalle #p #vivalauniversidadp;"1063178946206928901";https://twitter.com/mnk_bana/status/1063178946206928901
wilsonariasc;2018-11-15 20:44;7;8;"Pese a las amenazas de cancelación de semestre, estudiantes de Univalle continúan en paro ";;;;"1063170949732859904";https://twitter.com/wilsonariasc/status/1063170949732859904
HeidyDBM;2018-11-15 20:06;0;3;"La sabrosura de una marcha PACÍFICA! #UNIVALLE ";;;#UNIVALLE;"1063161336270651392";https://twitter.com/HeidyDBM/status/1063161336270651392
Univalle_FSalud;2018-11-15 19:50;0;0;"#Prográmate No te olvides de asistir al 5to Encuentro de Egresados de la Facultad de Salud de la Universidad del Valle. ¡Habrán muchas sorpresas! Fecha: Viernes, 30 de noviembre de 5:00 a 8:00 p.m. Lugar: Plazoleta Gabriel Velasquez Palau";;;#Progr;"1063157415728820226";https://twitter.com/Univalle_FSalud/status/1063157415728820226
oscarubtu;2018-11-15 19:49;0;0;"Marcha por la educación y en contra del IVA. Jueves 14 de Noviembre #univallemelendez #univallesanfernando #univalle #paronacional #paroindefinido https://www.instagram.com/p/BqNpqsrgBos/?utm_source=ig_twitter_share&amp;igshid=154a1ksjopzkc";;;#univallemelendez #univallesanfernando #univalle #paronacional #paroindefinido;"1063157021283778561";https://twitter.com/oscarubtu/status/1063157021283778561
hernandourriago;2018-11-15 19:39;0;1;"En la #MarchaEstudiantil #MarchasSinEncapuchados #MarchaPorLaEducacion Desde Cali defendiendo a Univalle. @UnivalleCol";;@UnivalleCol;#MarchaEstudiantil #MarchasSinEncapuchados #MarchaPorLaEducacion;"1063154557742710785";https://twitter.com/hernandourriago/status/1063154557742710785
Argumenteme;2018-11-15 18:10;1;6;"Seguiremos tomándonos las calles #univalle #ManifestaciónPacífica";;;#univalle #Manifestaci;"1063132257689448450";https://twitter.com/Argumenteme/status/1063132257689448450
Univalle_FSalud;2018-11-15 17:30;1;4;"#Prográmate Inscríbete al Primer Encuentro Interdisciplinario de Labio y Paladar Hendido. Fecha: 30 de Noviembre, de 8:00 a.m. a 6:00 p.m. Link de Inscripción https://goo.gl/yebGTY Más información: extension.salud@correounivalle.edu.co";;;#Progr;"1063122079069978630";https://twitter.com/Univalle_FSalud/status/1063122079069978630
KollCesar;2018-11-15 17:02;3;3;"#ManifestaciónPacífica Univalle, el Sena, magisterio, trabajadores y padres de familia de Buga, en movilización contra la Reforma Tributaria y en defensa de la ciencia, la educación y la universidad pública. @ACREESCOL @fecode @cutcolombia";;@ACREESCOL @fecode @cutcolombia;#Manifestaci;"1063115126029643776";https://twitter.com/KollCesar/status/1063115126029643776
MCLSanna;2018-11-15 16:48;0;1;"El uribismo viene por el Valle. Le temen a @AlexLopezMaya como candidato a la Gobernación, porque saben q al ser Gobernador no privatizará las empresas públicas, dirigirá el presupuesto a fortalecer el HUV, la educación, Univalle, el Sena, la vivienda https://lasillavacia.com/silla-pacifico/las-tres-lineas-que-tiro-uribe-para-la-campana-en-valle-68853";;@AlexLopezMaya;;"1063111610028441600";https://twitter.com/MCLSanna/status/1063111610028441600
AlvaroDaza_jr;2018-11-15 16:45;0;0;"Apoyando a los Estudiantes de la UniValle, Sena y Magisterio. https://www.facebook.com/1134226207/posts/10216542735257576/";;;;"1063110679383683072";https://twitter.com/AlvaroDaza_jr/status/1063110679383683072
Univalle_FSalud;2018-11-15 16:33;0;2;"La Escuela de Salud Pública invita a la Conferencia "El desafío de la evaluación en salud pública hoy". Lugar: Auditorio Torreón, Facultad de Salud, Campus San Fernando. Fecha: Lunes, 19 de noviembre Hora: 4:30 a 6:00 p.m. Link de Inscripción: https://goo.gl/Nc6g6c";;;;"1063107821741502465";https://twitter.com/Univalle_FSalud/status/1063107821741502465
jhon1888bang;2018-11-15 16:07;0;1;"Es muy cierto..cdo entre a la Univalle, la gran mayoría aunque ya se veía el cambio, eran de colegios públicos, y había cierto grado de preparación; ahora un 90% son de colegios privados, y los que llegan de públicos son de municipios vecinos de Cali, preocupante.";;;;"1063101142501126156";https://twitter.com/jhon1888bang/status/1063101142501126156
Radiowaik;2018-11-15 15:33;0;1;"No solo mire, únase, usted ha ido a Univalle y sabe que es un espacio abierto al debate.";;;;"1063092581968592896";https://twitter.com/Radiowaik/status/1063092581968592896
pipesalsarriaga;2018-11-15 15:24;1;5;"Qué comentario tan venenoso. Por si no lo entiende estamos pidiendo financiación que le deben hace demasiados años a las universidades. Ya que, por ejemplo, en univalle el 53% de los recursos le toca rebuscarlos con consultorías y ese tipo de cosas que afectan la educación.";;;;"1063090327597264898";https://twitter.com/pipesalsarriaga/status/1063090327597264898
niwdeyen;2018-11-15 14:55;0;0;"niwdeyen, music and more: Univalle Metal Fest https://niwdeyen.blogspot.com/2018/11/univalle-metal-fest.html?spref=tw";;;;"1063083126262505472";https://twitter.com/niwdeyen/status/1063083126262505472
noticiascalidad;2018-11-15 14:53;1;3;"En la glorieta de la Avenida Estación ya están reunidas las centrales obreras y estudiantes de univalle para continuar con la marcha hasta la plazoleta de la Gobernación en el centro de Cali. ";;;;"1063082672380149760";https://twitter.com/noticiascalidad/status/1063082672380149760
danielafer1510;2018-11-15 14:35;0;4;"Me duele no poder hoy estar en la marcha, pero ánimo a todos los estudiantes, hay que luchar por nuestro derecho a la educación, AGUANTE UNIVALLE, AGUANTE LA UNIVERSIDAD PÚBLICA; PÚBLICA LA RECIBIMOS, PÚBLICA LA DEVOLVEMOS!!! ";;;;"1063078023321317377";https://twitter.com/danielafer1510/status/1063078023321317377
OctopusForce;2018-11-15 13:58;0;1;"#Invitación cordial, #Taller de #creación de #ruta #competitiva del #sector #Industrias #Culturales y #Creativas #Alcaldia #SantiagodeCali #Univalle #UniversidaddelValle #Cultura #Vigilancia #Tecnologia #inteligencia #competitiva";;;#Invitaci #Taller #creaci #ruta #competitiva #sector #Industrias #Culturales #Creativas #Alcaldia #SantiagodeCali #Univalle #UniversidaddelValle #Cultura #Vigilancia #Tecnologia #inteligencia #competitiva;"1063068785127710720";https://twitter.com/OctopusForce/status/1063068785127710720
TAMARAJUDIS;2018-11-15 13:18;0;1;"Solo hay esta marcha??? En el sur Univalle???";;;;"1063058779711987717";https://twitter.com/TAMARAJUDIS/status/1063058779711987717
UVsocioeconomia;2018-11-15 13:13;1;2;"¡Atención #ComunidadUV! Recuerda que desde las 9:00 a.m. inicia la jornada de movilización. Te esperamos en la glorieta de la Avenida Estación. ¡Participa #Univalle! ";;;#ComunidadUV #Univalle;"1063057375773503488";https://twitter.com/UVsocioeconomia/status/1063057375773503488
XIXCAMUV;2018-11-15 13:00;0;0;"Isolated Thunderstorms Hoy! con una max 32C y una minima 22C. A un dia menos del #XIXCAMUV 9-11 Jul http://goo.gl/lRFK89 @Univalle_FSalud";;@Univalle_FSalud;#XIXCAMUV;"1063054124399386626";https://twitter.com/XIXCAMUV/status/1063054124399386626
RedjudicialCom;2018-11-15 12:48;0;1;"El Colegio de Abogados Comercialistas del Valle y Univalle invitan al I FORO DE DERECHO MERCANTIL Cali. Evento que cuenta con expositores de altísimo nivel y es de Entrada Libre. Aseguren cupo a la mayor brevedad, con certeza, muchos querrán asistir. Les comparto la información: ";;;;"1063051094832660480";https://twitter.com/RedjudicialCom/status/1063051094832660480
Sebas_Martinez_;2018-11-15 12:36;0;1;"La educación es fundamental. Pero el costo que asumen los estudiantes al dejar de ir a las aulas por el cumplimiento de sus derechos es mayor! #MañanasBLU #EducacionPublica #univalle @EnterateCali @BluRadioCo @vicoortiz";;@EnterateCali @BluRadioCo @vicoortiz;#Ma #EducacionPublica #univalle;"1063048176272322560";https://twitter.com/Sebas_Martinez_/status/1063048176272322560
radiosupercali;2018-11-15 12:29;2;3;"Estudiantes de la #Univalle buscan concientizar a la ciudadanìa de la importancia de la educaciòn pùblica de calidad para las futuras generaciones y el valor de sus lucha en las calles y planteles educativos por la misma. http://supernoticiasdelvalle.com/estudiantes-de-la-universidad-del-valle-marcharan-este-15-de-noviembre/";;;#Univalle;"1063046441369661440";https://twitter.com/radiosupercali/status/1063046441369661440
BLUPacifico;2018-11-15 12:16;4;5;"Univalle cerró su sede en Meléndez para prevenir problemas de orden público http://bit.ly/2K5flft #MañanasBLU";;;#Ma;"1063042984009261057";https://twitter.com/BLUPacifico/status/1063042984009261057
indietess;2018-11-15 12:11;0;2;"Muy bien, hoy vamos a marchar, asustados, vamos con leche en los maletines, sin universidad disponible para cubrirnos porque el rector la cerro al público, pero Univalle está firme ante la lucha, Univalle conoce de prioridades, educación de calidad para su pueblo!";;;;"1063041788775227392";https://twitter.com/indietess/status/1063041788775227392
fer_alza;2018-11-15 11:54;0;5;"No puede afectar una movilización en favor de la universidad pública , se está defendiendo la universidad de la mayoría de los colombianos. No muchos en Colombia pueden pagar semestres de 10 millones. Soy orgullosamente egresado de UNIVALLE.";;;;"1063037502724993024";https://twitter.com/fer_alza/status/1063037502724993024
Concultura1;2018-11-15 11:50;0;0;"Datos positivos datosMacro Estadistica Univalle Estadistas por siempre. Escuela Estadistica Estadistica Aplicada Secretaría de Educación http://educ.ar Cifras Universidsdesven Frank Mendez Universidad... https://www.facebook.com/story.php?story_fbid=10155559821686205&amp;id=521521204";;;;"1063036498197598208";https://twitter.com/Concultura1/status/1063036498197598208
RUBENGAVIRIA1;2018-11-15 11:21;0;0;"Esta será la ruta de la marcha de Univalle mañana y sus vías alternas » Deborondo http://deborondo.com/esta-sera-la-ruta-de-la-marcha-de-univalle-manana-y-sus-vias-alternas/";;;;"1063029136250335234";https://twitter.com/RUBENGAVIRIA1/status/1063029136250335234
nidemimadresoy;2018-11-15 05:17;0;0;"#SOSUniversidadesPublicas #ParoNacional #Univalle ";;;#SOSUniversidadesPublicas #ParoNacional #Univalle;"1062937694555291648";https://twitter.com/nidemimadresoy/status/1062937694555291648
Raulstandup;2018-11-15 03:40;0;0;"Y lo que más risa me da, eso si es cómico, que el abogado de los pobres y es bien Duquista, no ha dicho ni mu sobre el IVA del 18 a la canasta familiar, pero él si le va a dar salsódromo 100% gratuito, claro, en campaña. Mañana lo veremos marchando con Univalle?";;;;"1062913199777947648";https://twitter.com/Raulstandup/status/1062913199777947648
EnterateCali;2018-11-15 03:00;5;8;"Esta será la ruta de la marcha de Univalle mañana y sus vías alternas ‍ ";;;;"1062903011192856576";https://twitter.com/EnterateCali/status/1062903011192856576
Loseyourself_03;2018-11-15 02:56;1;5;"y los sueños de nuestros hijos. @Residente sabemos el gran artista que eres y reconocemos tu lucha por la educación en América Latina, por lo cual queremos que seas partícipe de nuestra lucha y alcance de nuestros ideales. DE CALI-COLOMBIA-UNIVALLE";;@Residente;;"1062902244897644544";https://twitter.com/Loseyourself_03/status/1062902244897644544
rodrigomonje;2018-11-15 02:39;0;0;"Jajaaajaja en la ciudad se siente una calma rica gracias a los tron os del Mali y el ABERICA!!! ojalá los de UNIVALLE aprendieran algo y también dejaran de molestar en la ciudad!!!";;;;"1062897725325357057";https://twitter.com/rodrigomonje/status/1062897725325357057
NoticieroNoti5;2018-11-15 02:23;16;19;"#MARCHA | Mañana los estudiantes de la Universidad Del Valle, los docentes y el gremio de Transportadores marcharán en la ciudad desde las 9:00 a.m. Conozca la ruta y las vías alternas. #Protesta #Univalle #CaliCo";;;#MARCHA #Protesta #Univalle #CaliCo;"1062893714790584320";https://twitter.com/NoticieroNoti5/status/1062893714790584320
InfoPacificoRed;2018-11-15 02:18;1;2;"La lucha más justa y noble por el desarrollo nacional, por educación pública, universal y científica. Esta generación no está dispuesta a ver derrumbados sus sueños. #Univalle #Calico #El15MarchaDeLápices #LibrosEnMarcha -MOVILIZACION JUEVES 15 NOVIEMBRE/2018 cc @angelamrobledo";;@angelamrobledo;#Univalle #Calico #El15MarchaDeL #LibrosEnMarcha;"1062892506873061376";https://twitter.com/InfoPacificoRed/status/1062892506873061376
